ItemNumber,sentence,checkNoteRelevant
3285,11.30.22-12.12.22 Korg site show item NLA.MM  12.12.22  Still one on BO on PO 21621.MM.,
3285,1.13.23 Korg canceled our order and verified NLA.MM,
3291,#3585 is a good sub.,
3291,"Shaft is slightly longer, but makes no difference.",
3296,REDO PHOTO WHEN RESTOCKING,
3300,"8-pin DIP  2.27.23 Cost increase from $2.95 to $4.95.MM , no results found on JA 11.2.23 KM
11/2/23 - ordered 20 on eBay.",
3300,SM,
3302,"8.22.24 Unable to fill Order # 161900, one missing.MM",
3303,Avail Mouser 12/12/22,
3304,Used one in bag on shelf,
3305,Overstock is upstairs,
3306,*Sold 11 in 2020* Added 25 from Cy 3/9/23 NZM,
3307,all part #s nla 1.31.24 supplier changed KM,
3308,11.9.23-3.3.24 Roland has 32.,
3308,4.3.24 Roland has 31.,
3308,4.20.24 - 5.28.24 Roland has 30.,
3308,8.24.24-3.2.25 Roland has 28,
3309,Change to NEW when restocking,
3322, 3 missing 12/16,
3324,6.9.23 Resurrected part.,
3324,"10.5.23 Korg shows NLA, so changed supplier to be safe.MM",
3325,Frequent backorder 7 mos,
3326,FREQUENT LENGTHY BACKORDER - 6+ mos  10.5.21 Seven missing.MM  1/17/25: 2 missing MSt.,
3326,LP-380U added 1.24.25 KM,
3327,LP-380U added 1.24.25 KM,
3329,Frequent Backorder 12 mos.,
3332,"Frequent Backorder 2 used ones are upstairs  12.5.24 1-22672 in transit, 2-22672 processing, 2-22672 still on BO",
3334,Two with no foam ring in bin for tech only,
3335,overflow upstairs 5/1 KM.,
3335,All of current stock now has set screw installed.,
3335,Pic needs screw removed NZM 2/19/25,
3337,Frequent backorder 2+ mo.,
3337,"Yamaha often uses just one side of a dual pot 3.7.22 Yamaha site shows NLA, parts dept confirmed.MM",
3338,Include documentation with packaging.,
3338,Part #1001 is switch+bracket,
3339,"Identical to #5894, except for color",
3344,These are used in KITJP6 and KIT101.,
3344,"Roland does not show discontinued, but has no stock.",
3344,"Can we use Mouser part with plastic shaft when these are sold out?MM, back in stock from Cy 3.31.25",
3347,One piece is part of #KIT101.MM,
3352,Frequent Backorder,
3354,"SOLDER PINS MUST BE BENT 90 DEGREES BEFORE STOCKING, give to Tech.",
3354,#2150 is similar except it has a plastic shaft.,
3354,4.25.24 Cost increase from $1.26 to$1.83,
3357,This part could be 3D printed,
3359,Singles: Sold 226 (365) 3/2/22.,
3359,"Then found the lost parts, and repackaged as 10-packs.",
3362,"These are made by cutting #1094 5mm shorter - here is the text to add if we do this:
The original pot (left) is Roland part number 13219775, and is no longer manufactured, but we do have a replacement with a slightly smaller footprint (right).",
3362,"By simply spreading the pins slightly, you can solder this in place of the original.",
3364,Overstock upstairs on back wall,
3365,Overstock upstairs on back wall,
3366,1/5/24 - 120 missing.,
3366,SM,
3370,"We can make these by cutting the shaft of #3354 5mm shorter,  Can also sub 2706, but it has no mounting lugs.",
3371,Include nut and washer.,
3375,*Sold 20 in 2020*  12.11.23 end of life at MO,
3376,8.24.24-12.28.24 Roland shows -1,
3378,This is a part we should 3D print.,
3379,Frequent backorder,
3380,11.23.24 SynD shows 4 On Order with no PO# so changed to zero,
3381,"8.7.24 Cost increase at Jameco from .15 to .65, Mouser cost is .15 so changed supplier.",
3381,"2.17.25 Expected 6/20/2025 at Mouser so changed to Digikey, also .15",
3381X,Both Mouser and Digikey stock this part.,
3382,"1 single screw in bag, plus a bunch of Philips-head screws",
3384,"2.20.24 Cost increase from $3.40 to $4.14, no price increase.",
3384,"9.30.24 Cost increase from $4.14 to $5.19, raised prices $1 ea.",
3387,"Six USED in bin for tech only, NOT FOR SALE  *7.7.22 updated count plus 1*.",
3387,"2.21.24 Cost decrease from .69 to .29,",
3388,Two used in bin for tech only,
3391,3.25.21 Missing ten.MM    Avail Mouser 8/1/22  7.18.22 Expected 03-Oct-22 at Mouser.MM.,
3391,Added 25 from Cy 3/9/23 NZM,
3393,1/11/25 - Ordered 10 on eBay,
3394,Added 20 from Cy 3/9/23 NZM,
3400,packing list says '(ZA10081)' in desc.,
3400,"1.11.25 Cost decrease from $6.48 to $4.61, lowered price from $34.95 to $29.95",
3401,*Sold 43 in 2020*  12/21/20 Rec'd 28 from Kemper cuz that's all they had.MM,
3404,Identical to #3498 except for color,
3405,ADD DimenSIONS,
3408,DO NOT PUT IN STOCK.,
3408,Give to Mary!,
3408,Thirty-one on wait list.,
3408,We owe the first one on BO.MM,
3410,"2.22.24 In transit for 2/26 delivery, PA800 added 9.11.24 KM, Havian 30 added 11.18",
3413,Twenty used are in the bin  1.2.22 Price increase at Mouser from .31 to .68.MM,
3416,"Keep in stock for the KITJU6 and KITJU60, 1 needed for each KITJU6 and KITJU60",
3423,Added 49 from Cy 3//9/23 NZM,
3430,"Frequent backorder 3+ mos  1.10.24, works for ELB-02 12.16.24",
3432,Frequent Backorder 3+ mos,
3433," 7.29.22 Ordered one, rec'd 10, counted as one by Yamaha.MM",
3434,"3/15/19 Price shows as $5.47.MM , in transit 10.23.23",
3435,"Frequent backorder 2 mos , i2, i4S and i5S added 9.23.24",
3436,5/10/18 Discontinued,
3439,Add diameter,
3440,CHANGE TO NEW if we receive stock.,
3440,*** Roland's suggested sub (7770701000) is NOT correct.,
3440,11.26.24 Bunmi at Kawai verified nla.,
3440,11.27.24 Roland has none,
3441,11.16.23 7-22006 canceled by CAE.MM.,
3441,2.1.24-1.22.25 Roland shows nla.,
3441,"4.22.24 This is now obsolete, so have one taped onto the white board in Mary's office for possible 3D printing",
3442,FREQUENT BACKORDER.,
3442,AMS-157-003021-000C (AM) nla 5.7.24,
3443,"Extra in U1 Manufactured by Henry Plastic Molding, Fremont, CA",
3444,"1 upstairs -  Used, not in inventory",
3445,Frequent backorder 5+ mos,
3446,"*Sold 8 in 2020*  Is there some issue with this adapter working with the Ensoniq Avista?, Jameco sent 12 instead of 10 on order #21850 05/31/23 - TP <- and these were 9V adapters, not #3446. , cost increase from 7.95 to 13 price not changed 1.22.24 KM",
3448,Overstock is U4 9.9.24 Overstock (14) at Syntaur North,
3457,Frequent backorder 1-4 mos.,
3458,"Same as 1006, except for LED window",
3460,"10.21.21 Quantity changed from 75 to 46, based on actual finding.MM.",
3460,Korg sells for $5 on Reverb.,
3465,Frequent backorder 3 mos.,
3465,"Nut that fits this is #13230., D16, D8  and D1600 added 7.23.24 KM PA 60 added 9.6, iS50 added 11.20",
3466,"THESE NEED TO BE MADE INTO COMPLETE KITS - GIVE TO SAM , ask Sam if we need to order, Requires installation by a tech-savvy person!",
3466,"12/10/20 70230666 is $1.90 at Allied, 652-PEC11L4125KN0020 is $1.81 at Mouser.",
3472,Add dimensions,
3475,Cut from felt in stock - do not order.,
3475,2.27.24 Sam has ordered the material.,
3476,"8.6.22 Cost increase from $7.95 to $ 8.95, backordered, expect Sept 6MM",
3479,"NEED WASHERS AND BOLTS FOR THIS ITEM (especially since they are shown in the pic)  Frequent Backorder 3 mos  One Used on Shelf for in-shop use only    , works for CBX-K3.",
3485,"3/21 Not able to order online, but try again soon.",
3485,Ordered over the phone all that were in stock.MM,
3487,"ARP 2600 FS added 6.21.24 KM, Modwave added 8.22.24 PA900 and PS60 added 9.12, Havian 30 added 11.18, LP-380, 380U and Kross 61 added 1.24.25 Kronos 61, 73, X-61, X-73, X-88, and 88 added 3.28, Kross 88 & M3 (all) added 3.31",
3488,PK-6 etc.,
3488,uses M025FMKA - is this the same?,
3491,1.22.25-2.10.25 Roland shows -1,
3494,"Same as 1953, without white cap insert.",
3497,"1.16.23 Put one in stock from ret'd order # 117826, 8 on wait list.",
3497,11.16.23 2-22006 canceled by CAE.,
3497,1.5.24-2.1.24 None avail,
3498,Identical to #3404 except for color,
3499,#3499 is #3792 with additional bracket.,
3499,"Frequent backorder 3+ mos , YA part #s nla 10.30.23 supplier changed KM",
3503,2.10.21 2-20947 Encore.MM  3.4.21 Roland site shows NLA.MM,
3505,"Frequent Backorder 1 mo   , works for R-301 amp",
3507,Overflow in U605,
3513,1.20.25 1-22690 canceled by CAE,
3514,10/7/24 - 1 used and 1 new in stock.,
3514,CHANGE TO NEW when received from Roland,
3515,"WAIT, Make sure exactly the same before checking in, using a new sub number 12.28.24 # 70890812 is showing nla",
3525,3/23/17 discontinued  3.3.21 Sixteen on wait list.MM,
3528,4.3.24 Twenty-eight on wait list,
3529,9.18.24 Roland has 10.,
3529,10.13.24 Roland has 7,
3531,"Similar to 1441, but slightly darker",
3533,Overstock in U102,
3534,LABEL EACH INDIVIDUALLY AS THE PART # 3543 IS ALSO A POWER SWITCH,
3535,1.26.21 Roland has none.MM,
3536,"DO NOT GO STRAIGHT ONTO THE SHELF, Give to Nick to CUT (Original part #2575) 5mm SHORTER",
3537,"later BX3 added 7.3.24 KM, i5S added 11.20",
3538,"SINGLE BUTTON, so should CHECK IN V388740R AS FOUR PIECES
Light gray equivalent is #1712, dark gray is #3539",
3539,"Light gray is #1712, Black is #3538",
3540,9.1.22 Yamaha verified NLA.MM,
3541,7.29.24 Yamaha shows NLA,
3542,"2.3.21 Roland shows NLA, 18 on wait list.MM  6.25.21 Twenty-one on waitlist, putting one in stock.MM",
3543,Overflow is in U1.,
3543,"LABEL EACH INDIVIDUALLY AS THE PART # 3534 IS ALSO A POWER SWITCH ***
10/16/23 - ordered 200 from eBay seller pidalides",
3552,Can sub 2280  Backorder was 2 mos  12.5.24 5-22617 in transit,
3559,Small silver button,
3564,7.5.22 Increased price $2 NLA.MM,
3570,D16 added 7.23.24 KM.,
3570,11.5.24 Added TR-8,
3571,Overstock is upstairs,
3572,Frequent backorder,
3575,"Physically the same as #7462, but different encoding",
3576,7.13.21 Frankie says NLA,
3579,Substitute #2420,
3580,Minilogue Xd added 8.22.24 KM,
3581,Need these for CVP100 - NZM 12.11.24,
3584,#2497 is same with plastic shaft.,
3586,IS THIS EXACT SAME?,
3586,"Frequent Backorder 4 mos   , 10 10895 sent instead of these PO 22282",
3588,1 missing 2.26.24,
3590,9.14.21 Price went from $17.74 to $6.51.MM,
3592,Michigan Synth Works is making these.,
3592,received 3 from eBay procon-electronics 9/22 - make sure the pin pattern and shaft length are okay before stocking,
3594,Frequent Backorder 2+ mos SECOND PART NUMBER listed is available if the first part number is not,
3599,ADD DIMENSIONS,
3602,Could #3036 replace this?,
3604,Identical to #4591 except in color.,
3604,#5768 is a workable sub.,
3607,ONE USED IN BIN FOR TECH ONLY,
3614,For use with switch #3615,
3615,This switch uses switch lever #3614,
3617,1.26.21 Roland has none.MM,
3626,"There are two types of Juno-106 bender panels - one uses a round-shaft Portamento switch, the other uses a square shaft, and these require different holes in the panel/overlay.",
3626,This part is for the ROUND SHAFT switch.,
3628,Can sub #4811 for any orders.,
3628,Change photo and amps back (3628-original-Lg.jpg) when we go back to Small Bear supply.,
3628,Overstock upstairs on back wall and U1,
3632,10.31.22 Can we get these from Cy?,
3633,12/15/23 - Merged into #5004,
3634,"When ordering, there are other YA pn's that may be in stock!",
3634,FREQUENT BACKORDER 4+ mos.,
3634,Same jack with metal ring is #3634R.,
3634,8/3/24 - Part #3849 merged into this.,
3634,SM.,
3634,"2.27.25 Out of stock since 2/18, so raised min from 15 to 20.",
3634,"2.26.25 3-22692 and 1-22819 in transit, LB10187R is presently in stock.",
3634G,"Same as #3634 and #3634R, but with gold ring, part # nla supplier changed 3.28.24 Kronos 2-88LS added 3.28.25 KM",
3634R,"Same as #3634, but with metal ring.",
3634R,Previous orders for CONT001096 from AMS were the wrong part (now in our system as #7290).,
3634R,1.26.21 Roland has none 7.29.23-3.3.25 Roland site shows nla,
3637,11/18/22 - Used one put into stock.,
3637,Change price to $9.95 and change to New after this sells.,
3641,Same as #3184 except for color,
3642,Overstock is upstairs,
3643,"MAKE SURE THIS IS EXACT SAME, using brand new sub part number (Price shows $1.80).",
3643,8.24.24 Roland shows -3.,
3643,10.29.24 Roland shows -5.,
3643,12.6.24-12.28.24 Roland shows -8.,
3643,3.3.25 Roland has 5,
3644,Same as #6458 except for color.,
3646,This part can be pulled from the #3528 bender.,
3649,10/22/20  10 for $1.88 ea.MM,
3653,"make sure VGQ45900 is same as picture and erase this note and Check box if same exact, DO NOT UNBOX.",
3653,Frequent backorder 3 mos.,
3653,6/5/23 - One USED (not in stock) upstairs.,
3653,"SM  , overstock up stairs back left wall",
3653U,"6.25.21 Fourteen on waitlist, putting one from NC in stock.MM.",
3653U,"2.3.25 When we can no longer get NEW, there may be a USED board upstairs.",
3654,"FREQUENT BACKORDER  #5049 is identical, except with metal ring.",
3654,6.12.24 One missing,
3657,Identical to #7361 except for indicator color.,
3658,"I used in bag, change to USED once new stock is sold.",
3659,"Similar knobs: #3919 is for knurled shaft, #3920 is D-shaft with flat opposite indicator, #3659 is D-shaft with flat aligned with indicator, #1667 has tan indicator and D-shaft with flat opposite indicator.",
3661,"3/30 When we order, raise price.",
3661,"Same as #3910, except for color of indicator.",
3664,Add lever length,
3666,"FREQUENT BACKORDER 6 mos, KP3+ added 1.22.25 KM.",
3666,"Korg sells this on Reverb for $5
1/22/25 - Ordered 50 from tech-electr.com, $.60 ea, M3 (all) added 3.31.25 KM",
3672,Same as #7576 except color?,
3674,I don't know why this has 5 pins... SM,
3685,***5.14.21 Sold 23 so far in 2021***,
3687,GIVE TO TECH.,
3687,Mouser pot needs to be cut 5mm shorter and have flat extended - Check with knob #3236 to ensure proper fit before adding to stock.,
3687,Had to bag 3 of these for tech use only due to being cut very poorly by Carlos.,
3687,NZM 6.6.23,
3688,Frequent Backorder 2 mos   9.5.22-10.12.24 Yamaha shows nla.,
3688,"11.28.22 No substitute or alternate source.SM  5.26.23 Put twenty in stock, nine on wait list",
3691,"34 pieces is one set, REPHOTO if these Jameco caps are suitable, 1 set in Sam's office not in stock, 7 extras from old stock on Sams desk, 5 extras on Kaylas desk",
3695,11/30/20 Price shows as .62/ea or .584ea/10.MM,
3696,Frequent Backorder 3 mos,
3697,One used one (not in stock) is in U1  11.16.23 2-22006 canceled by CAE.,
3697,1.4.24-10.12.24 None avail.,
3697,12.28.24 Roland shows -1,
3701,"Can sub 3180, identical knob in black.",
3702,FREQUENT BACKORDER,
3704,10/2/23 - Ordered 10 on eBay.,
3704,SM,
3705, FREQUENT BACKORDER 4+ mos.,
3705,"*There are 4 USED for in-house techs*    (Works with Yamaha MT8X, cassette recorder)   11.23.24 6-22559 and 6-22603 still on BO",
3710,#11775 and 11525 are identical except for color,
3712,KEEP ON HAND FOR PART # 5096.,
3712,"6.28.22 Order as both #3712/#5096 so upon checking in, it will be clear that we need some cut (if # 5096 not in stock), otherwise don't need to order these.MM",
3713,Frequent backorder 2 mos,
3723,14-pin DIP  ***  4.15.21 Expected 5/13/2021 at Mouser*** Added 22 from Cy 3/9/23 NZM,
3732,9.6.21 Wait list 50.,
3732,"4.23.24 Gave one to Josh and found a Printable file: https://www.printables.com/model/338262-roland-ax-synth-keytar-modulation-bar, sent to Josh  6.5.24 Emailed one on wait list, sherm10100@gmail.com, sent our first 3D printed.",
3732,"6.10.24 2-22303 canceled by CAE  6.29.24 Emailed Jon Sherman again, he has been busy.MM.",
3732,"10.29.24 Roland shows -3  10.22.24 Purchased AX-09 Lucina from Dirt Cheap, see Sam for info  12.27.21 one avail, 16 on wait list.",
3732,1.20.25 1-22690 canceled by CAE,
3736,D1600 added 7.23.24 KM,
3738,gave 100 to Nick 2/21/23 KM.,
3738,Put remainder in upstairs overstock 3/1/23 NZM,
3749,"Gray, with orange indicator",
3750,7.13.22-10.17.22 Yamaha site shows NLA.,
3751,"3.2.21 Two on wait list, adding 145 to stock.MM",
3759,M1R added 3.31.25 KM,
3762,FREQUENT BACKORDER 4+ mos   PUT IN STOCK AS #7191  ***THIS PART HAS BEEN REPLACED BY #7191***   have box of overstock upstairs.,
3762,LH,
3765,Sam has a dark blue version of this for possible remanufacturing.,
3767,"7.6.21 Four on wait list, putting 7 in stock.",
3767,May be a good part for 3d printing.,
3770,"Tayda knob is slightly different, with slightly larger and textured face plate",
3774,"i3 added 9.26.24 KM, Z1 added 10.4, i30 added 11.18",
3778,"7.13.22-7.21.22 No longer available at Allied, Mouser Expected 9/23/22.SM  8.26.22 Last ones came from Digikey.MM",
3779,Are these going obsolete?,
3780,9.14.21 Available at Mouser today.MM.,
3780,5.23.22 Price increase from $.98 to $1.22.MM,
3787,Backorder was 3 mos.,
3788,Keep on hand for Part #4447 12/30/24- Missing 11 M.St.,
3792,"Frequent Backorder 10 wks PA2X Pro, PA3X added 9.5 PA60 added 9.6.24, XC2000 added 3.27.25",
3793,Middle one of three panel boards.,
3797,"i3 added 9.26.24 KM, i4S added 11.20, Karma added 1.23",
3799,12.27.24-3.3.25 39 avail,
3812,"12.21.21 Still avail from Korg   5.9.24 In transit, eta 5/13/24.",
3812,Should we get one for stock?,
3830,Special order from Moog,
3841,ADD SPACING of mounting pins.,
3848,Frequent Backorder 90 days,
3849,"Backorder 2+ mos , cost decrease from 3.59 to 2.87 8.29.23 , YA cancelled 1 from PO 21962 (all on order) & part numbers nla 10.19.23 suppler changed KM.",
3849,8/3/24 - merged into #3634.,
3849,SM,
3850,Four SINGLES IN BIN,
3852,Add lever length,
3854,Add dimensions,
3862,Frequent backorder 1+ mo,
3864,Overflow at Hickory,
3869,2/23/25 - Mouser part is new - make sure it matches photo in SynD,
3870,Flat black version of same end cap is #3870B.,
3870B,"Identical to 3970, but flat black color.",
3870B,"Also, this has the metal bracket included.",
3873,EC120 and EC320 added 7.31.24 KM PA60 added 9.6,
3874,Add dimensions.,
3874,cant find 12.12.23,
3887,Frequent Backorder 3+ mos.,
3887,Our stock is Mouser part with center detent.,
3887,10/29/20.,
3887,"4.27.22 10/$4.54 ea, price increase from $3.16 to $4.95  **Discount on ten at Mouser**",
3890,"Frequent backorder, works for CBX-K3",
3897,Special order from Korg,
3898,"8.6.24-10.31.24 Backordered, nla so changed supplier 1/9/25 KM",
3899,"10.21.24 From June 3, we have sold 45 # 3899",
3900,For use on keybeds with white or gray plastic foot mounted on the hammers for the white keys ***FREQUENT BACKORDER 4+ months***,
3903,"WAIT, DON'T PUT IN STOCK, WAIT LIST IS 33.",
3903,***Possible 3D print part***,
3905,Backorder 4 mos.,
3910,"Same as #3661, except for color of indicator.",
3911,SOLD AS SINGLE BUTTON,
3912,NEED PHOTO OF THIS PART,
3916,"Last purchase from Futurlec was a non-compatible part  10/24/20 Roland has them for $15.40 dealer cost, so raised price from $14.95 to $26.95, but Sam doesn't want to get them.MM.",
